rule	scope	pos_4mC	pos_6mA	strand	distance	pair_class	inst
within10bp	T1	1981128.0	1981132.0	-	4.0	A0-C4	-1981126
within10bp	T1	2005273.0	2005277.0	-	4.0	A0-C4	-2005271
within10bp	T1	2005475.0	2005471.0	+	4.0	A0-C4	+2005471
within10bp	T1	2123459.0	2123463.0	-	4.0	A0-C4	-2123457
within10bp	T1	2140382.0	2140386.0	-	4.0	A0-C4	-2140380
within10bp	T1	2229753.0	2229757.0	-	4.0	A0-C4	-2229751
within10bp	T1	2262280.0	2262284.0	-	4.0	A0-C4	-2262278
within10bp	T1	2315380.0	2315383.0	-	3.0	A1-C4	-2315378
within10bp	T1	2315380.0	2315384.0	-	4.0	A0-C4	-2315378
within10bp	T1	2315797.0	2315801.0	-	4.0	A0-C4	-2315795
within10bp	T1	2362192.0	2362188.0	+	4.0	A0-C4	+2362188
within10bp	T1	2390760.0	2390763.0	-	3.0	A1-C4	-2390758
within10bp	T1	2390760.0	2390764.0	-	4.0	A0-C4	-2390758
within10bp	T1	2433113.0	2433109.0	+	4.0	A0-C4	+2433109
within10bp	T1	2435433.0	2435429.0	+	4.0	A0-C4	+2435429
within10bp	T1	2444866.0	2444862.0	+	4.0	A0-C4	+2444862
within10bp	T1	2488220.0	2488224.0	-	4.0	A0-C4	-2488218
within10bp	T1	2529756.0	2529760.0	-	4.0	A0-C4	-2529754
within10bp	T1	2559892.0	2559888.0	+	4.0	A0-C4	+2559888
within10bp	T1	2611797.0	2611800.0	-	3.0	A1-C4	-2611795
within10bp	T1	2628128.0	2628132.0	-	4.0	A0-C4	-2628126
within10bp	T1	2682951.0	2682947.0	+	4.0	A0-C4	+2682947
within10bp	T1	2812029.0	2812033.0	-	4.0	A0-C4	-2812027
within10bp	T1	2827804.0	2827808.0	-	4.0	A0-C4	-2827802
within10bp	T1	2922121.0	2922117.0	+	4.0	A0-C4	+2922117
within10bp	T1	2957833.0	2957837.0	-	4.0	A0-C4	-2957831
within10bp	T1	3032652.0	3032656.0	-	4.0	A0-C4	-3032650
within10bp	T1	3055831.0	3055827.0	+	4.0	A0-C4	+3055827
within10bp	T1	3170101.0	3170105.0	-	4.0	A0-C4	-3170099
within10bp	T1	3202932.0	3202935.0	-	3.0	A1-C4	-3202930
within10bp	T1	3221246.0	3221250.0	-	4.0	A0-C4	-3221244
within10bp	T1	3291269.0	3291265.0	+	4.0	A0-C4	+3291265
within10bp	T1	3345425.0	3345421.0	+	4.0	A0-C4	+3345421
within10bp	T1	3358878.0	3358874.0	+	4.0	A0-C4	+3358874
within10bp	T1	3385356.0	3385360.0	-	4.0	A0-C4	-3385354
within10bp	T1	3446532.0	3446536.0	-	4.0	A0-C4	-3446530
within10bp	T1	3468455.0	3468459.0	-	4.0	A0-C4	-3468453
within10bp	T1	3589598.0	3589602.0	-	4.0	A0-C4	-3589596
within10bp	T1	3638365.0	3638361.0	+	4.0	A0-C4	+3638361
within10bp	T1	3658324.0	3658320.0	+	4.0	A0-C4	+3658320
within10bp	T1	3767446.0	3767450.0	-	4.0	A0-C4	-3767444
within10bp	T1	3773893.0	3773896.0	-	3.0	A1-C4	-3773891
within10bp	T1	3773893.0	3773897.0	-	4.0	A0-C4	-3773891
within10bp	T1	3785239.0	3785243.0	-	4.0	A0-C4	-3785237
within10bp	T1	3818192.0	3818188.0	+	4.0	A0-C4	+3818188
within10bp	T1	3825686.0	3825682.0	+	4.0	A0-C4	+3825682
within10bp	T1	3825686.0	3825683.0	+	3.0	A1-C4	+3825682
within10bp	T1	3826788.0	3826784.0	+	4.0	A0-C4	+3826784
within10bp	T1	3826788.0	3826785.0	+	3.0	A1-C4	+3826784
within10bp	T1	3907584.0	3907580.0	+	4.0	A0-C4	+3907580
within10bp	T1	3907584.0	3907581.0	+	3.0	A1-C4	+3907580
within10bp	T1	3909837.0	3909841.0	-	4.0	A0-C4	-3909835
within10bp	T1	3910240.0	3910244.0	-	4.0	A0-C4	-3910238
within10bp	T1	3960373.0	3960369.0	+	4.0	A0-C4	+3960369
within10bp	T1	3960373.0	3960370.0	+	3.0	A1-C4	+3960369
within10bp	T1	4088379.0	4088375.0	+	4.0	A0-C4	+4088375
within10bp	T1	4088379.0	4088376.0	+	3.0	A1-C4	+4088375
within10bp	T1	4114596.0	4114600.0	-	4.0	A0-C4	-4114594
within10bp	T1	4119813.0	4119809.0	+	4.0	A0-C4	+4119809
within10bp	T1	4127928.0	4127932.0	-	4.0	A0-C4	-4127926
within10bp	T1	4129194.0	4129198.0	-	4.0	A0-C4	-4129192
within10bp	T1	4168530.0	4168538.0	+	8.0	cross-instance	+4168526
within10bp	T1	4168542.0	4168538.0	+	4.0	A0-C4	+4168538
within10bp	T1	4173638.0	4173642.0	-	4.0	A0-C4	-4173636
within10bp	T1	4179018.0	4179014.0	+	4.0	A0-C4	+4179014
within10bp	T1	4226864.0	4226868.0	-	4.0	A0-C4	-4226862
within10bp	T1	4237135.0	4237139.0	-	4.0	A0-C4	-4237133
within10bp	T1	4263171.0	4263175.0	-	4.0	A0-C4	-4263169
within10bp	T1	4275127.0	4275123.0	+	4.0	A0-C4	+4275123
within10bp	T1	4327018.0	4327022.0	-	4.0	A0-C4	-4327016
within10bp	T1	4339631.0	4339627.0	+	4.0	A0-C4	+4339627
within10bp	T1	4367841.0	4367845.0	-	4.0	A0-C4	-4367839
within10bp	T1	4380834.0	4380830.0	+	4.0	A0-C4	+4380830
within10bp	T1	4397557.0	4397561.0	-	4.0	A0-C4	-4397555
within10bp	T1	4415930.0	4415926.0	+	4.0	A0-C4	+4415926
within10bp	T1	4436213.0	4436216.0	-	3.0	A1-C4	-4436211
within10bp	T1	4485791.0	4485795.0	-	4.0	A0-C4	-4485789
within10bp	T1	4586813.0	4586817.0	-	4.0	A0-C4	-4586811
within10bp	T1	4588615.0	4588611.0	+	4.0	A0-C4	+4588611
within10bp	T1	4655986.0	4655990.0	-	4.0	A0-C4	-4655984
within10bp	T1	4656579.0	4656583.0	-	4.0	A0-C4	-4656577
within10bp	T1	4661378.0	4661382.0	-	4.0	A0-C4	-4661376
within10bp	T1	4663823.0	4663819.0	+	4.0	A0-C4	+4663819
within10bp	T1	4712678.0	4712674.0	+	4.0	A0-C4	+4712674
within10bp	T1	4824044.0	4824047.0	-	3.0	A1-C4	-4824042
within10bp	T1	4824044.0	4824048.0	-	4.0	A0-C4	-4824042
within10bp	T1	4829049.0	4829045.0	+	4.0	A0-C4	+4829045
within10bp	T1	4839516.0	4839519.0	-	3.0	A1-C4	-4839514
within10bp	T1	4839516.0	4839520.0	-	4.0	A0-C4	-4839514
within10bp	T1	4848931.0	4848927.0	+	4.0	A0-C4	+4848927
within10bp	T1	4861412.0	4861416.0	-	4.0	A0-C4	-4861410
within10bp	T1	4863482.0	4863478.0	+	4.0	A0-C4	+4863478
within10bp	T1	4881949.0	4881945.0	+	4.0	A0-C4	+4881945
within10bp	T1	4885755.0	4885758.0	-	3.0	A1-C4	-4885753
within10bp	T1	4885755.0	4885759.0	-	4.0	A0-C4	-4885753
within10bp	T1	4898785.0	4898789.0	-	4.0	A0-C4	-4898783
within10bp	T1	4942198.0	4942202.0	-	4.0	A0-C4	-4942196
within10bp	T1	4948216.0	4948212.0	+	4.0	A0-C4	+4948212
within10bp	T1	4958836.0	4958840.0	-	4.0	A0-C4	-4958834
within10bp	T1	4972754.0	4972750.0	+	4.0	A0-C4	+4972750
within10bp	T1	4987418.0	4987415.0	+	3.0	A1-C4	+4987414
within10bp	T1	4987475.0	4987471.0	+	4.0	A0-C4	+4987471
within10bp	T1	5092060.0	5092064.0	-	4.0	A0-C4	-5092058
within10bp	T1	5155292.0	5155288.0	+	4.0	A0-C4	+5155288
within10bp	T1	5190166.0	5190162.0	+	4.0	A0-C4	+5190162
within10bp	T1	5231639.0	5231642.0	-	3.0	A1-C4	-5231637
within10bp	T1	5233150.0	5233154.0	-	4.0	A0-C4	-5233148
within10bp	T1	5233887.0	5233883.0	+	4.0	A0-C4	+5233883
within10bp	T1	5241343.0	5241339.0	+	4.0	A0-C4	+5241339
within10bp	T1	5325248.0	5325244.0	+	4.0	A0-C4	+5325244
within10bp	T1	5329810.0	5329807.0	+	3.0	A1-C4	+5329806
within10bp	T1	5362914.0	5362918.0	-	4.0	A0-C4	-5362912
within10bp	T1	5395921.0	5395917.0	+	4.0	A0-C4	+5395917
within10bp	T1	5407715.0	5407711.0	+	4.0	A0-C4	+5407711
within10bp	T1	5427969.0	5427965.0	+	4.0	A0-C4	+5427965
within10bp	T1	5437960.0	5437964.0	-	4.0	A0-C4	-5437958
within10bp	T1	5462054.0	5462058.0	-	4.0	A0-C4	-5462052
within10bp	T1	5520182.0	5520178.0	+	4.0	A0-C4	+5520178
within10bp	T1	5554076.0	5554072.0	+	4.0	A0-C4	+5554072
within10bp	T1	5555378.0	5555374.0	+	4.0	A0-C4	+5555374
within10bp	T1	5576112.0	5576108.0	+	4.0	A0-C4	+5576108
within10bp	T1	5577922.0	5577918.0	+	4.0	A0-C4	+5577918
within10bp	T1	5577922.0	5577919.0	+	3.0	A1-C4	+5577918
within10bp	T1	5577922.0	5577930.0	+	8.0	cross-instance	+5577918
within10bp	T1	5577922.0	5577931.0	+	9.0	cross-instance	+5577918
within10bp	T1	5577934.0	5577930.0	+	4.0	A0-C4	+5577930
within10bp	T1	5577934.0	5577931.0	+	3.0	A1-C4	+5577930
within10bp	T1	5598018.0	5598023.0	+	5.0	cross-instance	+5598014
within10bp	T1	5598027.0	5598023.0	+	4.0	A0-C4	+5598023
within10bp	T1	5598027.0	5598032.0	+	5.0	cross-instance	+5598023
within10bp	T1	5598036.0	5598032.0	+	4.0	A0-C4	+5598032
within10bp	T1	5598054.0	5598050.0	+	4.0	A0-C4	+5598050
within10bp	T1	5614298.0	5614302.0	-	4.0	A0-C4	-5614296
within10bp	T1	5631610.0	5631606.0	+	4.0	A0-C4	+5631606
within10bp	T1	5649592.0	5649596.0	-	4.0	A0-C4	-5649590
within10bp	T1	5652733.0	5652736.0	-	3.0	A1-C4	-5652731
within10bp	T1	5693198.0	5693194.0	+	4.0	A0-C4	+5693194
within10bp	T1	5697993.0	5697997.0	-	4.0	A0-C4	-5697991
within10bp	T1	5724196.0	5724200.0	-	4.0	A0-C4	-5724194
within10bp	T1	5753338.0	5753341.0	-	3.0	A1-C4	-5753336
within10bp	T1	5753338.0	5753342.0	-	4.0	A0-C4	-5753336
within10bp	T1	5753476.0	5753480.0	-	4.0	A0-C4	-5753474
within10bp	T1	5792801.0	5792804.0	-	3.0	A1-C4	-5792799
within10bp	T1	5792801.0	5792805.0	-	4.0	A0-C4	-5792799
within10bp	T1	5861375.0	5861379.0	-	4.0	A0-C4	-5861373
within10bp	T1	5886956.0	5886952.0	+	4.0	A0-C4	+5886952
within10bp	T1	5902390.0	5902394.0	-	4.0	A0-C4	-5902388
within10bp	T1	5910965.0	5910961.0	+	4.0	A0-C4	+5910961
within10bp	T1	5974533.0	5974530.0	+	3.0	A1-C4	+5974529
within10bp	T1	6007835.0	6007831.0	+	4.0	A0-C4	+6007831
within10bp	T1	6082371.0	6082367.0	+	4.0	A0-C4	+6082367
within10bp	T1	6112596.0	6112592.0	+	4.0	A0-C4	+6112592
within10bp	T1	6115120.0	6115116.0	+	4.0	A0-C4	+6115116
within10bp	T1	6131213.0	6131209.0	+	4.0	A0-C4	+6131209
within10bp	T1	6143028.0	6143024.0	+	4.0	A0-C4	+6143024
within10bp	T1	6143028.0	6143025.0	+	3.0	A1-C4	+6143024
within10bp	T1	6144883.0	6144879.0	+	4.0	A0-C4	+6144879
within10bp	T1	6164130.0	6164126.0	+	4.0	A0-C4	+6164126
within10bp	T1	6182522.0	6182518.0	+	4.0	A0-C4	+6182518
within10bp	T1	6233232.0	6233236.0	-	4.0	A0-C4	-6233230
within10bp	T1	6337171.0	6337175.0	-	4.0	A0-C4	-6337169
within10bp	T1	6337526.0	6337530.0	-	4.0	A0-C4	-6337524
within10bp	T1	6337637.0	6337641.0	-	4.0	A0-C4	-6337635
within10bp	T1	6485083.0	6485079.0	+	4.0	A0-C4	+6485079
within10bp	T1	6527077.0	6527073.0	+	4.0	A0-C4	+6527073
within10bp	T1	6596540.0	6596536.0	+	4.0	A0-C4	+6596536
within10bp	T1	6668900.0	6668896.0	+	4.0	A0-C4	+6668896
within10bp	T1	6711771.0	6711767.0	+	4.0	A0-C4	+6711767
within10bp	T1	6725217.0	6725221.0	-	4.0	A0-C4	-6725215
within10bp	T1	6767954.0	6767950.0	+	4.0	A0-C4	+6767950
within10bp	T1	6857837.0	6857841.0	-	4.0	A0-C4	-6857835
within10bp	T1	6879645.0	6879641.0	+	4.0	A0-C4	+6879641
within10bp	T1	6907093.0	6907097.0	-	4.0	A0-C4	-6907091
within10bp	T1	6941579.0	6941575.0	+	4.0	A0-C4	+6941575
within10bp	T1	6941579.0	6941576.0	+	3.0	A1-C4	+6941575
within10bp	T1	6965958.0	6965962.0	-	4.0	A0-C4	-6965956
within10bp	T1	7039489.0	7039493.0	-	4.0	A0-C4	-7039487
within10bp	T1	7048063.0	7048059.0	+	4.0	A0-C4	+7048059
within10bp	T1	7119120.0	7119124.0	-	4.0	A0-C4	-7119118
within10bp	T1	7123332.0	7123328.0	+	4.0	A0-C4	+7123328
within10bp	T1	7192542.0	7192538.0	+	4.0	A0-C4	+7192538
within10bp	T1	7272287.0	7272283.0	+	4.0	A0-C4	+7272283
within10bp	T1	7272287.0	7272284.0	+	3.0	A1-C4	+7272283
within10bp	T1	7294982.0	7294986.0	-	4.0	A0-C4	-7294980
within10bp	T1	7560767.0	7560763.0	+	4.0	A0-C4	+7560763
within10bp	T1	7560767.0	7560764.0	+	3.0	A1-C4	+7560763
within10bp	T1	7620812.0	7620816.0	-	4.0	A0-C4	-7620810
within10bp	T1	7663070.0	7663067.0	+	3.0	A1-C4	+7663066
within10bp	T1	7674616.0	7674620.0	-	4.0	A0-C4	-7674614
within10bp	T1	7828782.0	7828778.0	+	4.0	A0-C4	+7828778
within10bp	T1	7849065.0	7849061.0	+	4.0	A0-C4	+7849061
within10bp	T1	8127343.0	8127347.0	-	4.0	A0-C4	-8127341
within10bp	T1	8450511.0	8450515.0	-	4.0	A0-C4	-8450509
within10bp	T1	8571409.0	8571413.0	-	4.0	A0-C4	-8571407
within10bp	T1	8660182.0	8660178.0	+	4.0	A0-C4	+8660178
within10bp	T2	72034.0	72030.0	+	4.0	A0-C4	+72030
within10bp	T2	232460.0	232457.0	+	3.0	A1-C4	+232456
within10bp	T2	281964.0	281968.0	-	4.0	A0-C4	-281962
within10bp	T2	614829.0	614825.0	+	4.0	A0-C4	+614825
within10bp	T2	623416.0	623420.0	-	4.0	A0-C4	-623414
within10bp	T2	648238.0	648234.0	+	4.0	A0-C4	+648234
within10bp	T2	648238.0	648247.0	+	9.0	cross-instance	+648234
within10bp	T2	648250.0	648247.0	+	3.0	A1-C4	+648246
within10bp	T2	694056.0	694060.0	-	4.0	A0-C4	-694054
within10bp	T2	1012520.0	1012524.0	-	4.0	A0-C4	-1012518
within10bp	T2	1517367.0	1517363.0	+	4.0	A0-C4	+1517363
within10bp	T2	1690718.0	1690721.0	-	3.0	A1-C4	-1690716
within10bp	T2	1751552.0	1751548.0	+	4.0	A0-C4	+1751548
within10bp	T2	1752624.0	1752628.0	-	4.0	A0-C4	-1752622
within10bp	T2	1823844.0	1823840.0	+	4.0	A0-C4	+1823840
within10bp	T2	2767853.0	2767857.0	-	4.0	A0-C4	-2767851
within10bp	T2	6794674.0	6794678.0	-	4.0	A0-C4	-6794672
within10bp	T2	6833704.0	6833700.0	+	4.0	A0-C4	+6833700
within10bp	T2	7135550.0	7135547.0	+	3.0	A1-C4	+7135546
within10bp	T2	7207909.0	7207905.0	+	4.0	A0-C4	+7207905
within10bp	T2	7328231.0	7328227.0	+	4.0	A0-C4	+7328227
within10bp	T2	7441182.0	7441179.0	+	3.0	A1-C4	+7441178
within10bp	T2	8176870.0	8176867.0	+	3.0	A1-C4	+8176866
within10bp	T2	8268391.0	8268395.0	-	4.0	A0-C4	-8268389
within10bp	T2	8484855.0	8484851.0	+	4.0	A0-C4	+8484851
within10bp	T2	8523047.0	8523050.0	-	3.0	A1-C4	-8523045
within10bp	T2	8587517.0	8587521.0	-	4.0	A0-C4	-8587515
within10bp	pooled_any_timepoint	43757.0	43753.0	+	4.0	A0-C4	+43753
within10bp	pooled_any_timepoint	648454.0	648450.0	+	4.0	A0-C4	+648450
within10bp	pooled_any_timepoint	648454.0	648451.0	+	3.0	A1-C4	+648450
within10bp	pooled_any_timepoint	737000.0	736996.0	+	4.0	A0-C4	+736996
within10bp	pooled_any_timepoint	864750.0	864746.0	+	4.0	A0-C4	+864746
within10bp	pooled_any_timepoint	864750.0	864747.0	+	3.0	A1-C4	+864746
within10bp	pooled_any_timepoint	990837.0	990841.0	-	4.0	A0-C4	-990835
within10bp	pooled_any_timepoint	1001425.0	1001429.0	-	4.0	A0-C4	-1001423
within10bp	pooled_any_timepoint	1107137.0	1107141.0	-	4.0	A0-C4	-1107135
within10bp	pooled_any_timepoint	1107137.0	1107140.0	-	3.0	A1-C4	-1107135
within10bp	pooled_any_timepoint	1147601.0	1147604.0	-	3.0	A1-C4	-1147599
within10bp	pooled_any_timepoint	1147601.0	1147605.0	-	4.0	A0-C4	-1147599
within10bp	pooled_any_timepoint	1157915.0	1157919.0	-	4.0	A0-C4	-1157913
within10bp	pooled_any_timepoint	1168620.0	1168616.0	+	4.0	A0-C4	+1168616
within10bp	pooled_any_timepoint	1214418.0	1214414.0	+	4.0	A0-C4	+1214414
within10bp	pooled_any_timepoint	1249047.0	1249043.0	+	4.0	A0-C4	+1249043
within10bp	pooled_any_timepoint	1282751.0	1282748.0	+	3.0	A1-C4	+1282747
within10bp	pooled_any_timepoint	1432370.0	1432374.0	-	4.0	A0-C4	-1432368
within10bp	pooled_any_timepoint	1550487.0	1550490.0	-	3.0	A1-C4	-1550485
within10bp	pooled_any_timepoint	1561813.0	1561817.0	-	4.0	A0-C4	-1561811
within10bp	pooled_any_timepoint	1561813.0	1561816.0	-	3.0	A1-C4	-1561811
within10bp	pooled_any_timepoint	1589335.0	1589339.0	-	4.0	A0-C4	-1589333
within10bp	pooled_any_timepoint	1622768.0	1622772.0	-	4.0	A0-C4	-1622766
within10bp	pooled_any_timepoint	1625508.0	1625512.0	-	4.0	A0-C4	-1625506
within10bp	pooled_any_timepoint	1660897.0	1660894.0	+	3.0	A1-C4	+1660893
within10bp	pooled_any_timepoint	1660897.0	1660893.0	+	4.0	A0-C4	+1660893
within10bp	pooled_any_timepoint	1724202.0	1724206.0	-	4.0	A0-C4	-1724200
within10bp	pooled_any_timepoint	1730344.0	1730347.0	-	3.0	A1-C4	-1730342
within10bp	pooled_any_timepoint	1806802.0	1806806.0	-	4.0	A0-C4	-1806800
within10bp	pooled_any_timepoint	1826514.0	1826518.0	-	4.0	A0-C4	-1826512
within10bp	pooled_any_timepoint	1826514.0	1826517.0	-	3.0	A1-C4	-1826512
within10bp	pooled_any_timepoint	1879810.0	1879814.0	-	4.0	A0-C4	-1879808
within10bp	pooled_any_timepoint	1889015.0	1889019.0	-	4.0	A0-C4	-1889013
within10bp	pooled_any_timepoint	1947802.0	1947798.0	+	4.0	A0-C4	+1947798
within10bp	pooled_any_timepoint	1952090.0	1952094.0	-	4.0	A0-C4	-1952088
within10bp	pooled_any_timepoint	1962693.0	1962697.0	-	4.0	A0-C4	-1962691
within10bp	pooled_any_timepoint	1981062.0	1981066.0	-	4.0	A0-C4	-1981060
within10bp	pooled_any_timepoint	1981128.0	1981132.0	-	4.0	A0-C4	-1981126
within10bp	pooled_any_timepoint	2005273.0	2005277.0	-	4.0	A0-C4	-2005271
within10bp	pooled_any_timepoint	2005475.0	2005471.0	+	4.0	A0-C4	+2005471
within10bp	pooled_any_timepoint	2005475.0	2005472.0	+	3.0	A1-C4	+2005471
within10bp	pooled_any_timepoint	2055487.0	2055491.0	-	4.0	A0-C4	-2055485
within10bp	pooled_any_timepoint	2078096.0	2078100.0	-	4.0	A0-C4	-2078094
within10bp	pooled_any_timepoint	2123459.0	2123463.0	-	4.0	A0-C4	-2123457
within10bp	pooled_any_timepoint	2140382.0	2140386.0	-	4.0	A0-C4	-2140380
within10bp	pooled_any_timepoint	2147721.0	2147725.0	-	4.0	A0-C4	-2147719
within10bp	pooled_any_timepoint	2165068.0	2165072.0	-	4.0	A0-C4	-2165066
within10bp	pooled_any_timepoint	2229753.0	2229757.0	-	4.0	A0-C4	-2229751
within10bp	pooled_any_timepoint	2262280.0	2262284.0	-	4.0	A0-C4	-2262278
within10bp	pooled_any_timepoint	2315380.0	2315383.0	-	3.0	A1-C4	-2315378
within10bp	pooled_any_timepoint	2315380.0	2315384.0	-	4.0	A0-C4	-2315378
within10bp	pooled_any_timepoint	2315797.0	2315801.0	-	4.0	A0-C4	-2315795
within10bp	pooled_any_timepoint	2362192.0	2362188.0	+	4.0	A0-C4	+2362188
within10bp	pooled_any_timepoint	2390760.0	2390763.0	-	3.0	A1-C4	-2390758
within10bp	pooled_any_timepoint	2390760.0	2390764.0	-	4.0	A0-C4	-2390758
within10bp	pooled_any_timepoint	2411419.0	2411415.0	+	4.0	A0-C4	+2411415
within10bp	pooled_any_timepoint	2433113.0	2433109.0	+	4.0	A0-C4	+2433109
within10bp	pooled_any_timepoint	2435433.0	2435429.0	+	4.0	A0-C4	+2435429
within10bp	pooled_any_timepoint	2444866.0	2444862.0	+	4.0	A0-C4	+2444862
within10bp	pooled_any_timepoint	2446671.0	2446668.0	+	3.0	A1-C4	+2446667
within10bp	pooled_any_timepoint	2488220.0	2488224.0	-	4.0	A0-C4	-2488218
within10bp	pooled_any_timepoint	2529756.0	2529760.0	-	4.0	A0-C4	-2529754
within10bp	pooled_any_timepoint	2559892.0	2559888.0	+	4.0	A0-C4	+2559888
within10bp	pooled_any_timepoint	2559892.0	2559889.0	+	3.0	A1-C4	+2559888
within10bp	pooled_any_timepoint	2611797.0	2611800.0	-	3.0	A1-C4	-2611795
within10bp	pooled_any_timepoint	2611797.0	2611801.0	-	4.0	A0-C4	-2611795
within10bp	pooled_any_timepoint	2628128.0	2628132.0	-	4.0	A0-C4	-2628126
within10bp	pooled_any_timepoint	2669785.0	2669789.0	-	4.0	A0-C4	-2669783
within10bp	pooled_any_timepoint	2682951.0	2682947.0	+	4.0	A0-C4	+2682947
within10bp	pooled_any_timepoint	2812029.0	2812033.0	-	4.0	A0-C4	-2812027
within10bp	pooled_any_timepoint	2827804.0	2827808.0	-	4.0	A0-C4	-2827802
within10bp	pooled_any_timepoint	2864454.0	2864458.0	-	4.0	A0-C4	-2864452
within10bp	pooled_any_timepoint	2922121.0	2922117.0	+	4.0	A0-C4	+2922117
within10bp	pooled_any_timepoint	2957833.0	2957837.0	-	4.0	A0-C4	-2957831
within10bp	pooled_any_timepoint	2957833.0	2957836.0	-	3.0	A1-C4	-2957831
within10bp	pooled_any_timepoint	3032652.0	3032656.0	-	4.0	A0-C4	-3032650
within10bp	pooled_any_timepoint	3055831.0	3055827.0	+	4.0	A0-C4	+3055827
within10bp	pooled_any_timepoint	3170101.0	3170105.0	-	4.0	A0-C4	-3170099
within10bp	pooled_any_timepoint	3202932.0	3202935.0	-	3.0	A1-C4	-3202930
within10bp	pooled_any_timepoint	3221246.0	3221250.0	-	4.0	A0-C4	-3221244
within10bp	pooled_any_timepoint	3291269.0	3291265.0	+	4.0	A0-C4	+3291265
within10bp	pooled_any_timepoint	3345425.0	3345421.0	+	4.0	A0-C4	+3345421
within10bp	pooled_any_timepoint	3352869.0	3352873.0	-	4.0	A0-C4	-3352867
within10bp	pooled_any_timepoint	3358878.0	3358874.0	+	4.0	A0-C4	+3358874
within10bp	pooled_any_timepoint	3385356.0	3385360.0	-	4.0	A0-C4	-3385354
within10bp	pooled_any_timepoint	3446532.0	3446536.0	-	4.0	A0-C4	-3446530
within10bp	pooled_any_timepoint	3468455.0	3468459.0	-	4.0	A0-C4	-3468453
within10bp	pooled_any_timepoint	3589598.0	3589602.0	-	4.0	A0-C4	-3589596
within10bp	pooled_any_timepoint	3638365.0	3638361.0	+	4.0	A0-C4	+3638361
within10bp	pooled_any_timepoint	3658324.0	3658320.0	+	4.0	A0-C4	+3658320
within10bp	pooled_any_timepoint	3758268.0	3758271.0	-	3.0	A1-C4	-3758266
within10bp	pooled_any_timepoint	3767446.0	3767450.0	-	4.0	A0-C4	-3767444
within10bp	pooled_any_timepoint	3773893.0	3773896.0	-	3.0	A1-C4	-3773891
within10bp	pooled_any_timepoint	3773893.0	3773897.0	-	4.0	A0-C4	-3773891
within10bp	pooled_any_timepoint	3785239.0	3785243.0	-	4.0	A0-C4	-3785237
within10bp	pooled_any_timepoint	3798573.0	3798569.0	+	4.0	A0-C4	+3798569
within10bp	pooled_any_timepoint	3818192.0	3818188.0	+	4.0	A0-C4	+3818188
within10bp	pooled_any_timepoint	3825686.0	3825682.0	+	4.0	A0-C4	+3825682
within10bp	pooled_any_timepoint	3825686.0	3825683.0	+	3.0	A1-C4	+3825682
within10bp	pooled_any_timepoint	3826788.0	3826784.0	+	4.0	A0-C4	+3826784
within10bp	pooled_any_timepoint	3826788.0	3826785.0	+	3.0	A1-C4	+3826784
within10bp	pooled_any_timepoint	3907584.0	3907580.0	+	4.0	A0-C4	+3907580
within10bp	pooled_any_timepoint	3907584.0	3907581.0	+	3.0	A1-C4	+3907580
within10bp	pooled_any_timepoint	3909837.0	3909841.0	-	4.0	A0-C4	-3909835
within10bp	pooled_any_timepoint	3910240.0	3910244.0	-	4.0	A0-C4	-3910238
within10bp	pooled_any_timepoint	3960373.0	3960369.0	+	4.0	A0-C4	+3960369
within10bp	pooled_any_timepoint	3960373.0	3960370.0	+	3.0	A1-C4	+3960369
within10bp	pooled_any_timepoint	4079732.0	4079729.0	+	3.0	A1-C4	+4079728
within10bp	pooled_any_timepoint	4088379.0	4088375.0	+	4.0	A0-C4	+4088375
within10bp	pooled_any_timepoint	4088379.0	4088376.0	+	3.0	A1-C4	+4088375
within10bp	pooled_any_timepoint	4114596.0	4114600.0	-	4.0	A0-C4	-4114594
within10bp	pooled_any_timepoint	4119813.0	4119809.0	+	4.0	A0-C4	+4119809
within10bp	pooled_any_timepoint	4119813.0	4119810.0	+	3.0	A1-C4	+4119809
within10bp	pooled_any_timepoint	4127928.0	4127932.0	-	4.0	A0-C4	-4127926
within10bp	pooled_any_timepoint	4127928.0	4127931.0	-	3.0	A1-C4	-4127926
within10bp	pooled_any_timepoint	4129194.0	4129198.0	-	4.0	A0-C4	-4129192
within10bp	pooled_any_timepoint	4137013.0	4137009.0	+	4.0	A0-C4	+4137009
within10bp	pooled_any_timepoint	4168530.0	4168538.0	+	8.0	cross-instance	+4168526
within10bp	pooled_any_timepoint	4168542.0	4168538.0	+	4.0	A0-C4	+4168538
within10bp	pooled_any_timepoint	4173638.0	4173642.0	-	4.0	A0-C4	-4173636
within10bp	pooled_any_timepoint	4179018.0	4179014.0	+	4.0	A0-C4	+4179014
within10bp	pooled_any_timepoint	4226864.0	4226868.0	-	4.0	A0-C4	-4226862
within10bp	pooled_any_timepoint	4237135.0	4237139.0	-	4.0	A0-C4	-4237133
within10bp	pooled_any_timepoint	4263171.0	4263175.0	-	4.0	A0-C4	-4263169
within10bp	pooled_any_timepoint	4275127.0	4275123.0	+	4.0	A0-C4	+4275123
within10bp	pooled_any_timepoint	4327018.0	4327022.0	-	4.0	A0-C4	-4327016
within10bp	pooled_any_timepoint	4339631.0	4339627.0	+	4.0	A0-C4	+4339627
within10bp	pooled_any_timepoint	4367841.0	4367845.0	-	4.0	A0-C4	-4367839
